Key EPS %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,29.1,13.93,-0.36,15.16,8.15,-1.74,-22.42,-49.05,182.09,15.08,21.28
3-Year Average,28.87,19.23,13.59,9.35,7.46,6.96,-6.23,-27.04,3.7,18.26,
5-Year Average,23.48,20.05,19.43,14.23,12.79,6.8,-1.1,-13.52,3.45,4.75,
10-Year Average,22.52,39.45,49.4,19.22,17.99,14.84,8.96,1.63,8.71,8.69,
