Key Revenue %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,-71.86,-62.79,135.66,13.0,-22.36,2.34,-2.32,7.25,-7.9,-43.68,
3-Year Average,17.24,-22.45,-37.28,-0.3,27.4,-3.53,-8.1,2.35,-1.18,-17.76,
5-Year Average,,,7.16,4.43,-26.37,-4.67,15.63,-1.22,-5.18,-11.07,
10-Year Average,,,,,,,,2.89,-0.49,-19.08,
