Key Revenue %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,36.02,2.86,-9.81,10.42,9.53,6.75,6.2,17.48,30.59,18.23,14.29
3-Year Average,14.8,15.04,8.06,0.8,2.94,8.89,7.48,10.03,17.67,21.96,
5-Year Average,6.73,9.47,7.01,8.68,8.82,3.67,4.34,10.0,13.76,15.51,
10-Year Average,,,,,,5.19,6.87,8.5,11.19,12.12,
