Key EPS %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,-2.68,25.9,-3.72,8.64,-26.99,10.6,24.61,18.5,-3.86,8.21,-10.46
3-Year Average,8.52,9.72,5.66,9.61,-8.6,-4.27,0.21,17.77,12.39,7.23,
5-Year Average,10.94,13.75,9.15,6.68,-1.32,1.24,1.03,5.31,2.77,11.18,
10-Year Average,11.66,15.15,11.59,10.89,6.61,5.98,7.2,7.22,4.71,4.75,
