Key Revenue %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,3.81,24.95,-42.79,20.68,53.21,10.53,-0.84,-5.24,-32.89,-13.83,19.91
3-Year Average,20.4,13.18,-9.47,-4.81,1.89,26.9,18.86,1.27,-14.25,-18.17,
5-Year Average,28.72,25.69,4.52,0.02,6.53,7.87,3.0,13.94,1.32,-9.7,
10-Year Average,32.41,35.91,23.95,18.81,23.72,17.84,13.78,9.13,0.67,-1.92,
