Key Operating Income %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,-65.31,32.33,38.3,157.58,-38.35,9.3,4.42,23.76,7.35,4.63,
3-Year Average,8.69,351.2,-14.06,67.67,29.99,20.18,-11.06,12.2,11.53,11.6,
5-Year Average,-1.47,-2.75,18.63,218.39,0.16,26.01,20.18,17.54,-1.34,9.67,
10-Year Average,-10.07,-3.12,,,31.25,11.42,8.11,18.08,77.24,4.81,
