Key Margins % of Sales,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,9.26,11.45,8.04,8.45,8.8,5.43,5.24,5.03,4.54,3.9,3.64
Gross Margin,90.74,88.55,91.96,91.55,91.2,94.57,94.76,94.97,95.46,96.1,96.36
SG&A,31.37,30.4,28.02,26.22,25.33,24.94,25.94,26.44,24.91,23.67,22.81
R&D,28.49,41.3,29.55,31.12,33.05,31.31,34.28,31.69,39.94,39.81,34.5
Other,0.65,81.78,3.1,6.91,3.03,6.6,6.68,4.0,6.25,4.42,3.54
Operating Margin,30.24,-64.94,31.28,27.29,29.79,31.71,27.86,32.84,24.36,28.2,35.51
Net Int Inc & Other,6.53,4.23,4.99,0.63,-0.48,-1.18,-2.21,-2.5,-2.5,-7.07,-6.05
EBT Margin,36.77,-60.71,36.27,27.93,29.32,30.54,25.65,30.34,21.86,21.13,29.46
