Key Net Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,13.18,11.01,-18.34,14.21,13.86,3.03,11.52,8.72,22.32,-33.56,
3-Year Average,14.85,15.18,0.86,1.16,2.02,10.24,9.37,7.7,14.04,-4.04,
5-Year Average,13.57,14.71,6.55,7.34,5.94,3.96,4.06,10.19,11.71,0.3,
10-Year Average,14.7,14.09,9.6,9.23,9.9,8.66,9.25,8.36,9.5,3.08,
