Key Revenue %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,4.15,0.25,-19.11,42.2,59.76,0.11,3.03,1.62,-2.67,-3.45,-0.35
3-Year Average,7.11,5.13,-5.47,4.87,22.49,31.51,18.12,1.58,0.63,-1.52,
5-Year Average,7.11,8.03,-0.07,5.97,13.92,13.02,13.64,18.95,10.27,-0.3,
10-Year Average,1.49,1.41,-0.98,1.84,8.68,10.03,10.8,9.03,8.1,6.57,
