Key Margins % of Sales,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,31.08,31.73,32.48,31.23,33.84,32.12,33.28,34.3,33.62,33.82,33.88
Gross Margin,68.92,68.27,67.52,68.77,66.16,67.88,66.72,65.7,66.38,66.18,66.12
SG&A,39.86,39.07,37.28,36.98,37.92,40.9,38.43,36.66,36.3,36.53,36.5
R&D,6.25,5.47,5.0,5.38,5.56,5.44,5.94,6.35,6.28,6.31,6.36
Other,1.02,1.11,1.52,2.49,2.38,1.42,8.42,9.81,5.09,4.21,4.8
Operating Margin,21.79,22.61,23.72,23.92,20.3,20.11,13.92,12.88,18.71,19.13,18.46
Net Int Inc & Other,1.05,0.91,0.44,-0.3,,-0.42,-0.49,-0.89,-1.27,-2.16,-1.95
EBT Margin,22.83,23.52,24.15,23.62,20.3,19.7,13.44,11.99,17.44,16.96,16.5
