Key Revenue %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,,,-29.8,29.64,10.83,1.32,2.08,0.32,-2.29,9.2,-21.49
3-Year Average,,,,,0.29,13.33,4.66,1.24,0.02,2.3,
5-Year Average,,,,,,,0.85,8.31,2.36,2.06,
10-Year Average,,,,,,,,,,,
