Key Revenue %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,6.24,8.21,0.96,7.11,9.96,7.06,1.68,10.26,1.26,5.01,3.88
3-Year Average,7.57,7.87,5.09,5.38,5.94,8.03,6.18,6.27,4.32,5.45,
5-Year Average,6.29,7.16,6.34,6.3,6.45,6.62,5.3,7.17,5.97,5.0,
10-Year Average,10.11,10.32,5.4,5.31,6.08,6.46,6.22,6.75,6.14,5.72,
