Key Margins % of Sales,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,71.48,68.86,70.41,73.22,72.42,72.57,71.77,72.37,72.31,72.36,72.61
Gross Margin,28.52,31.14,29.59,26.78,27.58,27.43,28.23,27.63,27.69,27.64,27.39
SG&A,16.04,14.91,17.48,17.42,16.05,15.08,16.39,15.49,15.01,15.5,16.48
R&D,,,,,,,,,,,
Other,0.45,0.15,0.09,0.14,0.01,,0.12,0.11,,,0.18
Operating Margin,12.03,16.08,15.67,9.22,11.51,13.78,12.65,12.68,12.1,11.35,12.98
Net Int Inc & Other,-0.95,-0.81,-0.35,0.94,0.78,-0.15,,,-0.1,-0.09,-0.09
EBT Margin,11.08,15.27,15.33,10.16,12.3,13.63,12.65,12.68,12.0,11.26,12.89
