Key Margins % of Sales,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,77.95,76.43,76.88,74.81,60.04,33.36,36.46,35.21,52.87,62.84,56.16
Gross Margin,22.05,23.57,23.12,25.19,39.96,66.64,63.54,64.79,47.13,37.16,43.84
SG&A,5.43,4.13,5.59,4.97,6.65,4.7,5.65,5.14,8.49,8.57,7.76
R&D,,,,,,,,,,,
Other,4.98,7.13,10.85,10.03,16.63,36.9,31.23,35.53,73.71,96.74,78.55
Operating Margin,11.64,12.31,6.69,10.2,16.67,25.04,26.65,24.12,-35.07,-68.15,-42.47
Net Int Inc & Other,0.07,-0.89,-1.55,-0.42,-6.23,2.21,11.99,-2.82,-29.83,-11.42,-51.47
EBT Margin,11.7,11.42,5.14,9.78,10.44,27.25,38.65,21.3,-64.9,-79.56,-93.94
