Key Margins % of Sales,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,9.24,12.08,10.58,10.95,85.25,84.06,14.31,21.05,20.23,20.69,20.69
Gross Margin,90.76,87.92,89.42,89.05,14.75,15.94,85.69,78.95,79.77,79.31,79.31
SG&A,56.31,54.47,59.93,55.4,53.52,56.09,61.37,58.57,61.38,62.7,62.7
R&D,,,,,,,,,,,
Other,15.8,26.61,39.84,27.93,-48.72,-50.61,22.23,38.73,20.64,19.82,19.82
Operating Margin,18.65,6.84,-10.34,5.72,9.95,10.46,2.09,-18.35,-2.26,-3.21,-3.21
Net Int Inc & Other,-0.69,-3.68,-1.85,-1.62,-0.53,-0.36,-0.54,-0.39,0.44,-0.37,-0.37
EBT Margin,17.96,3.16,-12.19,4.1,9.42,10.1,1.56,-18.74,-1.82,-3.58,-3.58
