Key Net Income %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,11.78,-7.39,-10.6,8.03,6.35,3.83,10.28,7.55,12.14,7.99,
3-Year Average,16.03,4.7,-2.55,-3.65,0.9,6.06,6.79,7.19,9.97,9.21,
5-Year Average,14.45,11.99,5.28,2.08,1.23,-0.25,3.3,7.19,7.99,8.32,
10-Year Average,18.88,14.39,9.64,7.29,7.16,6.85,7.55,6.23,4.99,4.72,
