Key EPS %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,-25.29,,,278.86,-4.72,-27.7,8.1,-35.45,100.45,30.96,57.52
3-Year Average,-5.63,,-22.18,33.7,,37.68,-9.36,-20.39,11.84,19.22,
5-Year Average,22.74,,-11.92,20.16,11.21,10.48,,12.74,-0.74,5.78,
10-Year Average,9.88,,-0.7,29.92,14.97,16.45,11.11,-0.35,9.21,8.46,
