Key Cash Flow Ratios,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Operating Cash Flow Growth % YOY,37.45,6.32,-8.68,5.07,8.51,-17.08,15.68,20.03,-32.97,-12.04,
Free Cash Flow Growth % YOY,36.62,6.9,-6.3,6.48,6.35,-19.6,19.28,20.29,-39.82,-6.42,
Cap Ex as a % of Sales,1.74,1.67,1.2,1.14,1.4,1.45,1.42,1.69,1.81,1.25,1.35
Free Cash Flow/Sales %,9.0,8.94,7.68,8.05,8.51,7.21,8.62,10.39,6.13,5.76,7.34
Free Cash Flow/Net Income,1.18,1.07,1.03,1.0,1.1,-6.73,1.13,1.27,0.65,0.61,0.71
