Key Cash Flow Ratios,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Operating Cash Flow Growth % YOY,,,-672.0,-325.0,-26.0,,,,560.0,,
Free Cash Flow Growth % YOY,,,-672.0,-325.0,-26.0,,,,747.0,,
Cap Ex as a % of Sales,,,,,,,1.02,1.09,0.93,0.77,0.8
Free Cash Flow/Sales %,16.64,13.28,12.26,11.74,11.61,13.12,8.93,10.54,11.11,9.33,10.12
Free Cash Flow/Net Income,2.58,2.4,1.45,1.35,4.2,1.54,1.09,2.76,1.37,1.11,1.17
