Key Margins % of Sales,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,30.64,30.54,30.06,32.61,37.11,39.49,40.34,41.05,41.39,43.93,43.93
Gross Margin,69.36,69.46,69.94,67.39,62.89,60.51,59.66,58.95,58.61,56.07,56.07
SG&A,15.41,14.94,13.69,13.0,11.87,10.13,8.65,9.27,10.13,11.92,11.92
R&D,20.47,23.43,22.32,20.02,20.47,19.98,20.68,21.72,21.87,24.61,24.61
Other,,9.73,,0.76,0.83,1.33,1.83,5.11,-0.96,7.81,7.81
Operating Margin,33.48,21.37,33.94,33.6,29.72,29.08,28.5,22.85,27.57,11.73,11.73
Net Int Inc & Other,0.86,-1.44,6.98,4.42,4.6,3.88,4.64,2.81,1.44,1.82,1.82
EBT Margin,34.34,19.93,40.91,38.02,34.32,32.95,33.14,25.66,29.01,13.55,13.55
