Key Revenue %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,20.0,-8.85,4.37,21.06,5.51,13.07,12.12,6.88,8.29,6.06,2.47
3-Year Average,16.71,9.69,4.51,4.82,10.06,13.03,10.18,10.65,9.07,7.07,
5-Year Average,22.79,11.04,8.63,10.77,7.84,6.56,11.06,11.59,9.13,9.25,
10-Year Average,27.48,22.79,16.69,14.89,14.33,14.39,11.05,10.1,9.95,8.54,
