Key Margins % of Sales,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,56.47,55.85,56.41,57.8,57.81,58.24,59.54,59.84,59.92,60.12,61.41
Gross Margin,43.53,44.15,43.59,42.2,42.19,41.76,40.46,40.16,40.08,39.88,38.59
SG&A,23.14,23.15,22.0,21.17,21.71,21.2,19.54,19.85,20.21,20.25,19.38
R&D,,,,,,,,,,,
Other,2.52,2.66,2.73,2.26,1.92,2.03,1.95,1.95,2.62,2.66,2.7
Operating Margin,17.87,18.35,18.86,18.77,18.57,18.53,18.97,18.37,17.25,16.97,16.51
Net Int Inc & Other,1.54,-0.05,0.56,0.36,0.53,0.36,0.11,0.38,0.18,0.5,0.81
EBT Margin,19.4,18.29,19.43,19.13,19.1,18.89,19.09,18.75,17.43,17.48,17.32
