Key EPS %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,103.57,16.37,148.24,4.76,99.32,34.08,30.55,26.47,8.28,-13.75,239.88
3-Year Average,65.1,-1.86,80.5,44.65,73.06,40.94,51.67,30.33,21.37,5.71,
5-Year Average,,71.28,67.03,19.71,65.13,51.9,55.44,35.82,36.72,15.63,
10-Year Average,,,,,,,63.16,50.62,27.93,38.19,
