Key Net Income %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,26.28,-21.06,28.25,11.87,4.22,11.79,8.37,21.54,14.88,12.77,
3-Year Average,15.84,2.22,8.53,4.24,14.35,9.23,8.08,13.76,14.8,16.33,
5-Year Average,31.77,9.47,9.49,8.91,8.31,5.7,12.62,11.41,12.01,13.79,
10-Year Average,16.77,12.66,12.66,13.72,12.86,18.02,11.03,10.45,10.45,11.01,
