Key Operating Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,-26.58,-51.29,,,671.43,29.81,-5.71,23.45,73.22,-47.61,165.0
3-Year Average,10.68,-22.88,,-47.49,31.87,,111.37,14.75,26.34,3.86,
5-Year Average,,7.06,,-32.87,-3.89,7.71,22.93,,82.41,6.52,
10-Year Average,33.54,19.65,,-1.28,18.45,,14.72,8.63,10.66,1.18,
