Key Cash Flow Ratios,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Operating Cash Flow Growth % YOY,23.63,3.65,36.16,-34.65,-15.67,46.85,46.15,0.63,16.97,-60.15,
Free Cash Flow Growth % YOY,31.22,-8.99,81.67,-41.26,-17.25,67.8,48.5,-1.54,11.88,-68.2,
Cap Ex as a % of Sales,0.43,0.56,0.26,0.28,0.24,0.19,0.27,0.29,0.38,0.3,0.27
Free Cash Flow/Sales %,1.3,1.08,1.91,1.07,0.85,1.52,2.5,2.18,2.06,0.61,1.46
Free Cash Flow/Net Income,0.87,0.9,2.92,1.15,0.85,4.59,1.95,1.84,1.76,0.62,1.74
