Key EPS %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,,,,53.19,247.22,,-36.0,6.25,-99.41,,
3-Year Average,,,-2.04,,,74.56,30.5,-12.06,-84.13,,
5-Year Average,,,,-13.65,37.97,,,29.32,-57.49,,
10-Year Average,,,,,,,,,-39.41,,
