Key Revenue %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,13.29,19.89,-31.23,17.26,13.63,-14.68,15.6,-16.49,-36.34,14.91,23.26
3-Year Average,31.05,8.42,-2.25,-1.12,-2.87,4.37,3.87,-6.26,-14.98,-15.15,
5-Year Average,44.98,40.05,13.16,0.55,4.47,-1.29,-2.0,1.88,-9.84,-9.64,
10-Year Average,23.8,26.16,29.95,6.97,8.09,19.63,17.15,7.37,-4.79,-2.84,
