Key Revenue %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,131.75,146.89,22.15,-52.77,-15.3,-59.71,-27.14,-52.34,7.25,-73.14,
3-Year Average,112.08,180.85,91.19,12.52,-21.23,-45.58,-37.12,-48.08,-28.05,-48.41,
5-Year Average,,226.86,95.78,66.46,22.83,-13.43,-32.18,-43.82,-33.8,-47.39,
10-Year Average,,,,,,,48.89,4.88,4.97,-19.61,
