Key EPS %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,,,,,,,120.0,-7.27,-67.65,685.45,
3-Year Average,,,,,,,,26.83,-12.93,33.07,
5-Year Average,,,,,,,,,,38.97,
10-Year Average,,,,,,,,,,,
