Key EPS %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,,-41.67,,,107.14,-93.79,133.33,314.29,28.74,37.5,84.78
3-Year Average,,-1.39,,-16.45,27.47,,-33.06,-15.66,131.74,94.28,
5-Year Average,,,,-0.84,8.37,-40.43,-21.4,,9.86,1.21,
10-Year Average,,16.46,,-5.25,17.06,-5.59,,1.1,4.37,4.73,
