Key Net Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,-2.43,29.61,-16.34,4.2,-4.84,29.45,6.06,16.36,-5.57,30.62,
3-Year Average,5.15,3.28,1.9,4.15,-6.04,8.68,9.32,16.9,5.23,12.8,
5-Year Average,10.53,12.55,4.74,-0.8,0.96,6.84,2.63,9.64,7.5,14.53,
10-Year Average,17.07,17.41,13.19,10.85,8.53,8.67,7.48,7.16,3.26,7.53,
