Key Net Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,6.62,-21.6,-36.67,5.61,21.53,-3.6,-4.28,16.67,,,
3-Year Average,10.2,2.11,-19.11,-19.36,-6.68,7.36,3.89,2.49,,-12.22,
5-Year Average,9.48,3.02,-7.85,-6.57,-7.44,-9.29,-5.59,6.68,,-9.0,
10-Year Average,10.47,6.48,0.28,-0.89,0.34,-0.34,-1.38,-0.85,,-8.22,
