Key Revenue %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,2.13,4.85,-3.87,15.5,11.29,11.53,-2.63,0.29,16.38,14.05,4.88
3-Year Average,16.71,17.63,0.97,5.2,7.31,12.76,6.52,2.89,4.36,10.0,
5-Year Average,9.56,11.5,9.89,12.56,5.76,7.64,6.06,6.96,7.12,7.65,
10-Year Average,,,,,,8.6,8.74,8.42,9.81,6.7,
