Key Cash Flow Ratios,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
Operating Cash Flow Growth % YOY,,,,,,,,,,,
Free Cash Flow Growth % YOY,,,,,,,,,,,
Cap Ex as a % of Sales,,,,,,7.83,3.59,0.47,3.39,2.56,5.92
Free Cash Flow/Sales %,,,,,0.04,-4.58,-6.02,-2.32,-9.28,-5.78,-7.74
Free Cash Flow/Net Income,,,,3.7,0.01,-10.75,0.5,0.13,1.05,0.81,0.97
