Key Margins % of Sales,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue,,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,,,92.06,92.41,95.73,95.56,95.9,95.28,92.41,89.79,89.7
Gross Margin,,,7.94,7.59,4.27,4.44,4.1,4.72,7.59,10.21,10.3
SG&A,,,12.02,10.99,6.99,5.73,2.35,2.15,2.87,3.3,3.16
R&D,,,,,,,,,,,
Other,,,,0.66,1.94,1.83,3.27,2.34,2.55,3.35,2.88
Operating Margin,,,-3.92,-4.06,-4.67,-3.11,-0.91,0.23,2.16,3.79,4.41
Net Int Inc & Other,,,-3.07,-3.07,-1.89,-1.15,-1.54,-1.56,-1.95,-1.55,-1.2
EBT Margin,,,-6.99,-7.13,-6.56,-4.26,-2.44,-1.33,0.22,2.24,3.21
