Key Revenue %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,-26.26,11.32,5.05,6.37,-0.33,-0.01,-3.38,8.82,3.14,2.77,
3-Year Average,1.52,2.39,-4.82,7.54,3.65,1.96,-1.25,1.68,2.74,4.87,
5-Year Average,3.05,2.92,4.12,3.7,-1.78,4.39,1.47,2.19,1.57,2.19,
10-Year Average,1.42,1.84,2.86,5.77,3.48,3.71,2.19,3.15,2.63,0.19,
