Key Margins % of Sales,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue,,100.0,100.0,,,,,,,100.0,100.0
COGS,,18.25,82.89,,,,,,,,
Gross Margin,,81.75,17.11,,,,,,,,
SG&A,,109.41,165.23,,,,,,,,
R&D,,,,,,,,,,,
Other,,24.9,26.32,,,,,,,,
Operating Margin,,-52.56,-174.44,,,,,,,,
Net Int Inc & Other,,57.76,33.89,,,,,,,,
EBT Margin,,5.21,-140.55,,,,,,,,
