Key EPS %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,0.72,,,27.68,33.57,31.94,20.63,15.79,10.51,6.68,-4.76
3-Year Average,-4.38,,-6.72,0.95,,31.04,28.58,22.6,15.57,10.93,
5-Year Average,3.16,,-6.77,-5.02,6.72,12.64,,25.74,22.16,16.79,
10-Year Average,3.14,,5.43,4.62,10.72,7.79,6.17,8.27,7.72,11.64,
