Key Revenue %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,21.75,1.56,11.68,15.27,14.54,6.55,-5.3,-12.79,7.16,-0.08,24.22
3-Year Average,22.97,15.23,11.36,9.35,13.82,12.05,4.94,-4.17,-3.99,-2.26,
5-Year Average,27.25,19.58,16.1,14.52,12.76,9.8,8.27,3.05,1.55,-1.18,
10-Year Average,20.0,20.49,20.72,21.04,20.81,18.2,13.79,9.38,7.84,5.56,
