Key EPS %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,-6.64,-34.52,41.86,19.67,0.46,17.27,28.68,3.31,6.41,18.63,11.02
3-Year Average,13.9,-11.32,-4.63,3.59,19.48,12.13,14.88,15.96,12.26,9.26,
5-Year Average,20.29,2.38,6.54,3.43,0.84,5.54,20.81,13.39,10.76,14.5,
10-Year Average,9.07,5.13,4.43,9.55,11.96,12.68,11.22,9.91,7.03,7.45,
