Key Operating Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,41.55,,,,,75.84,-10.71,9.33,38.13,-14.2,20.26
3-Year Average,46.47,,,,,,,19.74,10.48,9.02,
5-Year Average,12.71,,,,-11.73,-7.81,,,,15.26,
10-Year Average,3.11,,,,-6.69,1.94,,7.4,9.16,0.87,
