Key EPS %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,29.56,-0.56,15.01,-2.96,25.89,10.28,7.86,12.88,-62.46,243.2,-141.3
3-Year Average,18.01,17.07,14.01,3.54,12.0,10.45,14.41,10.32,-22.97,13.3,
5-Year Average,22.13,16.29,13.45,12.36,12.6,9.03,10.82,10.41,-8.7,11.58,
10-Year Average,20.57,,,43.47,17.21,15.39,13.52,11.92,1.29,12.09,
