Key EPS %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,-5.44,26.13,-68.65,185.02,-22.57,18.76,149.08,-49.19,,,80.36
3-Year Average,21.63,22.07,-27.95,4.07,-11.55,37.88,31.82,14.55,,,
5-Year Average,,25.03,-6.58,10.21,-3.77,0.72,15.4,27.1,,,
10-Year Average,71.12,,3.45,5.48,3.9,,20.12,8.97,,,
