Key Operating Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,-1.92,21.92,6.29,6.45,-1.09,6.02,0.47,14.04,8.35,10.22,0.27
3-Year Average,3.44,6.09,8.32,11.32,3.82,3.73,1.76,6.7,7.48,10.85,
5-Year Average,10.5,10.84,7.48,6.2,6.0,7.66,3.58,5.05,5.42,7.73,
10-Year Average,15.98,15.55,14.09,12.35,10.91,9.07,7.15,6.26,5.81,6.86,
