Key Net Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,-13.41,14.07,77.73,-4.85,8.58,23.87,33.59,107.07,-38.98,15.07,
3-Year Average,305.08,17.58,20.63,24.49,22.46,8.57,21.57,50.76,19.07,13.29,
5-Year Average,15.2,10.29,166.63,22.42,12.65,21.01,24.89,28.77,17.82,19.2,
10-Year Average,,,10.82,,,18.07,17.36,85.29,20.09,15.87,
