Key EPS %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,,,121.31,559.68,-66.56,-22.39,46.67,25.13,,,
3-Year Average,,,,,69.65,19.63,-27.53,12.51,,5.97,
5-Year Average,,,,,,,40.92,25.73,,6.26,
10-Year Average,,,,,,,,,,,
