Key EPS %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,,,32.65,16.92,84.21,-11.43,19.76,11.78,-4.82,24.05,5.56
3-Year Average,,101.38,,,41.9,24.02,25.02,5.84,8.41,9.69,
5-Year Average,,,40.2,66.16,,,24.83,20.63,15.76,6.96,
10-Year Average,,,,,,,,30.04,38.69,,
