Key Net Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,,,,,,,,240.65,-8.53,105.97,
3-Year Average,,,,,,,,23.2,,85.83,
5-Year Average,,,,,-24.26,,,,,28.64,
10-Year Average,,,,,,,-8.23,-2.58,-4.59,-1.3,
