Key Cash Flow Ratios,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Operating Cash Flow Growth % YOY,,,,,,807.0,,,,,
Free Cash Flow Growth % YOY,,,,,,107.0,,,,,
Cap Ex as a % of Sales,7.54,8.54,3.05,3.54,5.31,7.4,7.07,3.57,2.51,2.95,4.31
Free Cash Flow/Sales %,-20.07,39.5,43.58,48.65,34.05,31.38,60.62,30.73,34.49,30.55,26.35
Free Cash Flow/Net Income,-1.02,-1.21,4.81,4.09,1.58,1.31,2.24,1.26,1.32,1.23,0.89
