Key Margins % of Sales,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,69.51,68.51,68.77,66.28,63.75,62.81,61.64,62.84,67.18,63.45,62.46
Gross Margin,30.49,31.49,31.23,33.72,36.25,37.19,38.36,37.16,32.82,36.55,37.54
SG&A,11.98,10.81,11.4,13.2,13.36,14.36,15.85,18.1,22.52,16.13,17.89
R&D,3.59,3.01,3.28,3.22,3.33,3.28,3.69,3.88,4.39,4.31,4.02
Other,6.26,1.59,4.7,4.87,0.21,0.81,1.61,,,,-0.31
Operating Margin,8.66,16.07,11.84,12.42,19.35,18.74,17.21,15.18,5.91,16.11,15.94
Net Int Inc & Other,-1.61,-1.47,-0.87,-1.17,-1.13,-1.21,-1.13,-4.02,-9.9,-5.77,-5.84
EBT Margin,7.05,14.6,10.97,11.25,18.22,17.53,16.07,11.16,-3.98,10.34,10.1
