Key Net Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,28.37,12.65,17.06,-3.84,10.35,1.69,-9.34,-2.72,-36.51,76.37,
3-Year Average,9.4,13.14,19.18,8.24,7.49,2.57,0.57,-3.57,-17.58,2.89,
5-Year Average,6.16,6.61,11.54,10.27,12.43,7.31,2.75,-0.99,-8.88,0.08,
10-Year Average,8.9,8.72,9.35,7.55,7.8,6.73,4.66,5.09,0.24,6.08,
