Key Margins % of Sales,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,43.49,51.83,47.49,45.61,46.21,45.35,40.8,43.38,41.05,40.06,38.97
Gross Margin,56.51,48.17,52.51,54.39,53.79,54.65,59.2,56.62,58.95,59.94,61.03
SG&A,20.51,17.25,16.9,16.19,15.9,13.15,13.25,14.16,14.58,13.7,12.52
R&D,,,,,,,,,,,
Other,1.22,0.33,3.14,1.33,1.37,0.05,0.19,-0.01,0.02,0.93,0.41
Operating Margin,34.78,30.59,32.47,36.87,36.51,41.45,45.77,42.46,44.35,45.31,48.1
Net Int Inc & Other,-0.57,-0.58,-3.48,-2.99,-2.92,-4.43,-6.47,0.86,-1.5,67.69,71.58
EBT Margin,34.22,30.01,28.99,33.88,33.59,37.01,39.3,43.32,42.85,113.01,119.68
