Key Revenue %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,-0.07,-0.88,0.46,29.23,-5.43,-3.22,9.86,-0.22,-6.88,6.12,6.96
3-Year Average,5.39,1.88,-0.17,8.77,7.08,5.75,0.18,1.99,0.69,-0.47,
5-Year Average,9.76,5.48,3.11,6.54,3.99,3.33,5.47,5.33,-1.35,0.95,
10-Year Average,11.62,10.67,6.03,3.63,8.24,6.49,5.48,4.21,2.52,2.46,
