Key Revenue %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,,,,,19.2,22.73,6.3,4.78,-1.09,4.4,8.7
3-Year Average,,,,,,,15.86,10.98,3.28,2.66,
5-Year Average,,,,,,,,,10.02,7.14,
10-Year Average,,,,,,,,,,,
