Key Margins % of Sales,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,,74.92,58.85,61.48,60.04,47.72,52.35,51.98,44.8,44.42,48.63
Gross Margin,,25.08,41.15,38.52,39.96,52.28,47.65,48.02,55.2,55.58,51.37
SG&A,,2.91,5.19,7.71,6.48,9.32,4.36,3.76,4.79,5.12,4.58
R&D,,,,,,,,,,,
Other,,42.6,16.38,15.18,15.56,16.97,14.94,16.84,33.42,23.1,19.55
Operating Margin,,-20.44,19.58,15.64,17.92,26.0,28.36,27.41,16.99,27.35,27.23
Net Int Inc & Other,,-3.52,-4.28,-9.92,-7.72,-12.53,-3.92,-8.36,-11.63,-14.81,-10.7
EBT Margin,,-23.96,15.3,5.71,10.2,13.47,24.43,19.05,5.36,12.54,16.53
