Key Cash Flow Ratios,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Operating Cash Flow Growth % YOY,913.0,,,-663.0,,,711.0,,1000.0,,
Free Cash Flow Growth % YOY,,,,,,,,,,,
Cap Ex as a % of Sales,145.56,210.48,53.97,98.67,191.3,70.67,58.23,71.2,52.02,45.59,57.26
Free Cash Flow/Sales %,-96.03,-180.04,-13.16,-57.87,-152.11,-26.39,-13.44,-23.24,-3.78,10.35,-2.22
Free Cash Flow/Net Income,-2.19,-1.52,0.85,2.95,-47.36,-0.89,-2.28,-1.23,-0.1,0.34,-0.08
