Key Revenue %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,5.72,4.51,8.01,9.65,6.58,6.32,3.58,7.51,4.4,2.38,3.35
3-Year Average,4.53,4.65,6.07,7.37,8.07,7.5,5.48,5.79,5.15,4.74,
5-Year Average,3.63,3.87,5.21,6.3,6.88,7.0,6.81,6.71,5.67,4.82,
10-Year Average,7.24,5.17,5.09,5.3,4.91,5.3,5.33,5.96,5.98,5.85,
