Key Revenue %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,,,,116.98,7.94,-33.73,-4.25,31.15,10.51,20.35,48.52
3-Year Average,,,,,,15.78,-11.85,-5.94,11.55,20.38,
5-Year Average,,,,,,,,14.28,-0.15,2.05,
10-Year Average,,,,,,,,,,,
