Key Margins % of Sales,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,46.7,47.62,56.14,48.41,50.34,53.4,50.78,47.04,44.81,47.01,47.01
Gross Margin,53.3,52.38,43.86,51.59,49.66,46.6,49.22,52.96,55.19,52.99,52.99
SG&A,24.42,23.19,23.56,26.06,31.15,26.07,23.37,23.07,24.09,27.52,27.52
R&D,4.86,6.26,6.21,6.52,6.54,7.93,8.03,7.94,8.19,7.61,7.61
Other,35.81,146.11,9.92,-1.91,6.29,48.96,6.76,5.13,3.54,-26.94,-26.94
Operating Margin,-11.8,-123.18,4.16,20.93,5.68,-36.36,11.05,16.82,19.37,44.8,44.8
Net Int Inc & Other,-4.87,-8.4,-7.44,-8.22,-8.76,-11.5,-9.15,-10.27,-4.71,-4.57,-4.57
EBT Margin,-16.67,-131.58,-3.27,12.71,-3.08,-47.86,1.9,6.55,14.66,40.23,40.23
