Key Operating Income %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,,,,96.24,-61.81,-53.18,37.14,67.71,4.66,29.38,1420.0
3-Year Average,,,,,,-29.47,-37.41,2.5,34.02,31.44,
5-Year Average,,,,,,,,-4.2,-15.52,7.84,
10-Year Average,,,,,,,,,,,
