Key EPS %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,5.06,3.61,46.51,2.38,16.28,52.0,12.28,25.0,1.25,10.19,19.57
3-Year Average,42.53,45.36,16.84,15.83,20.37,21.86,25.67,28.73,12.43,11.72,
5-Year Average,,-2.18,34.46,35.73,13.68,22.4,24.38,20.49,20.22,18.94,
10-Year Average,,-6.14,3.65,-0.96,13.57,,10.31,27.29,27.74,16.28,
