Key EPS %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,2.4,135.09,-22.39,-24.36,116.1,17.65,-28.0,6.02,59.83,-57.38,-30.51
3-Year Average,-7.2,39.37,23.16,11.34,8.26,24.36,22.33,-3.52,6.85,-10.28,
5-Year Average,12.24,60.71,7.83,9.71,25.02,28.54,1.45,7.98,25.41,-9.36,
10-Year Average,-2.51,10.18,-0.51,3.04,,20.11,27.69,7.91,17.29,6.45,
