Key Margins % of Sales,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,66.66,60.0,57.4,52.49,50.84,46.35,40.98,40.94,38.58,38.54,38.91
Gross Margin,33.34,40.0,42.6,47.51,49.16,53.65,59.02,59.06,61.42,61.46,61.09
SG&A,16.73,18.44,21.37,24.38,24.64,26.67,32.82,31.29,30.86,31.07,30.58
R&D,,,,,,,,,,,
Other,1.6,4.03,3.55,3.35,4.28,4.87,4.76,6.23,9.4,7.75,5.75
Operating Margin,15.01,17.53,17.68,19.77,20.24,22.12,21.43,21.54,21.16,22.65,24.76
Net Int Inc & Other,17.58,-3.48,-6.22,-3.29,-3.58,-4.55,-2.74,-4.57,-2.64,-18.97,-18.06
EBT Margin,32.58,14.05,11.46,16.48,16.67,17.56,18.69,16.97,18.51,3.67,6.69
